product_no,review_cnt,review_score,sale_cnt
25230,0,0,0
25240,0,0,0
29467,0,0,3
25233,0,0,0
25236,0,0,0
25237,0,0,0
25238,2,5,12
31014,0,0,0
31013,0,0,2
13313,0,0,1
14021,0,0,0
14018,0,0,1
20272,0,0,0
20273,0,0,0
20268,0,0,0
20269,0,0,0
20267,0,0,2
20271,0,0,0
20270,0,0,1
604,0,0,0
605,0,0,1
601,0,0,0
600,0,0,0
599,0,0,0
598,0,0,0
602,1,5,3
603,2,4.5,2
20266,0,0,0
13766,0,0,0
13762,0,0,0
13767,0,0,0
13591,0,0,0
14171,0,0,0
13587,0,0,0
13588,0,0,0
13584,0,0,0
18871,0,0,0
13589,0,0,0
30984,0,0,0
13765,0,0,0
13755,0,0,0
13760,0,0,1
13759,0,0,0
13764,1,5,2
13763,0,0,1
13757,0,0,1
30913,0,0,0
30918,0,0,0
30912,0,0,0
30917,0,0,0
30910,0,0,0
30908,0,0,0
30916,0,0,0
30921,0,0,0
30911,0,0,0
30909,0,0,0
30915,0,0,0
30920,0,0,1
30914,0,0,0
30919,0,0,0
14116,0,0,0
14117,1,5,5
26118,0,0,0
25584,0,0,0
25587,0,0,0
26492,0,0,1
25583,0,0,1
25585,0,0,0
26489,0,0,0
26490,0,0,1
26491,0,0,1
25588,0,0,0
26493,0,0,0
26550,0,0,0
4134,0,0,2
7044,0,0,0
4129,0,0,1
4126,0,0,0
5346,0,0,0
4132,0,0,1
7344,0,0,0
15489,0,0,0
15781,0,0,0
4127,0,0,0
12726,0,0,1
7343,0,0,0
4130,0,0,3
5347,0,0,2
4131,0,0,0
4125,0,0,0
5345,0,0,0
5642,0,0,0
15881,1,5,1
4101,0,0,0
7043,0,0,0
15887,0,0,2
5344,0,0,0
12724,0,0,0
12725,0,0,3
12723,0,0,0
7045,0,0,0
7046,0,0,0
4133,0,0,1
4128,0,0,0
15783,0,0,0
13995,0,0,0
14001,0,0,0
14006,0,0,0
14005,0,0,0
14014,0,0,0
14007,0,0,0
14012,0,0,0
14011,0,0,0
14003,0,0,0
13998,0,0,0
14010,0,0,0
14000,0,0,0
14029,5,4.8,5
30010,0,0,24
267,0,0,0
6111,0,0,0
28534,1,5,1
18965,0,0,0
28154,0,0,9
30735,0,0,0
30284,1,5,2
26892,0,0,0
26772,0,0,0
31918,0,0,1
26682,0,0,0
26750,0,0,0
26740,0,0,0
29272,0,0,0
29132,0,0,0
29179,0,0,0
29207,0,0,0
29054,0,0,0
31756,0,0,1
29311,2,5,6
27001,0,0,0
26803,0,0,1
25850,0,0,0
30376,0,0,1
29676,0,0,1
31418,0,0,0
28349,0,0,0
28431,1,5,2
28439,0,0,0
30462,0,0,4
24747,0,0,0
32405,0,0,9
33339,0,0,1
33580,0,0,0
9950,0,0,0
29784,0,0,2
16409,0,0,1
29105,0,0,0
32040,0,0,1
31406,0,0,0
14506,0,0,0
22550,0,0,0
28927,0,0,0
3788,0,0,0
33197,0,0,0
9875,0,0,0
9872,0,0,0
9873,0,0,0
9775,0,0,8
9874,0,0,1
9877,0,0,0
9876,0,0,1
32911,0,0,3
27795,0,0,1
23760,0,0,6
29387,0,0,1
21016,0,0,6
33044,0,0,0
33442,0,0,0
16133,0,0,0
888,0,0,0
33157,0,0,9
32901,0,0,0
26800,0,0,0
7737,0,0,2
32608,0,0,0
33104,0,0,0
32497,0,0,0
32581,0,0,0
33411,0,0,0
33425,0,0,1
33036,0,0,0
33040,0,0,0
33167,0,0,4
33093,0,0,4
30478,0,0,3
31581,3,4,55
32864,0,0,0
32905,0,0,1
32906,0,0,1
31925,1,5,9
31916,0,0,7
30667,0,0,0
30666,0,0,0
26828,0,0,0
32265,0,0,0
33115,0,0,1
33274,0,0,2
26827,0,0,0
26820,0,0,2
31478,0,0,0
31631,0,0,0
31474,0,0,0
30613,0,0,0
30709,0,0,0
31463,0,0,0
30570,0,0,0
31473,0,0,0
31479,0,0,0
30621,0,0,0
30581,0,0,0
31477,0,0,0
31491,0,0,0
31493,0,0,0
30626,0,0,0
30707,0,0,0
31483,0,0,0
31482,0,0,0
30632,0,0,0
30568,0,0,0
30563,0,0,0
31494,0,0,0
30625,0,0,0
30710,0,0,0
30623,0,0,0
31503,0,0,0
30579,0,0,0
30573,0,0,0
31460,0,0,0
30796,0,0,0
31634,0,0,0
31639,0,0,0
30575,0,0,0
30811,0,0,0
30779,0,0,0
30578,0,0,0
31465,0,0,0
31459,0,0,0
30795,0,0,0
31461,0,0,0
26812,0,0,1
31954,0,0,0
33042,0,0,7
33117,0,0,3
11450,0,0,0
32958,0,0,0
29776,0,0,0
24219,0,0,1
11320,0,0,0
31023,0,0,0
17234,1,5,5
8563,0,0,0
30171,0,0,0
32255,0,0,1
26866,0,0,3
32893,0,0,1
32251,0,0,0
33512,0,0,0
32381,0,0,0
32532,0,0,0
32531,0,0,1
33472,0,0,0
33375,0,0,1
9947,0,0,0
31727,0,0,2
29808,0,0,0
32998,0,0,6
33360,0,0,0
33309,0,0,0
32495,0,0,0
31885,0,0,7
30972,0,0,0
12999,0,0,0
33490,0,0,0
33506,0,0,0
29855,0,0,2
32644,0,0,0
33227,0,0,0
29973,0,0,0
29106,0,0,1
33270,0,0,0
13375,0,0,3
33109,0,0,6
31618,0,0,1
31988,0,0,0
18574,0,0,0
10362,0,0,0
11930,0,0,0
13449,1,3,12
7464,0,0,0
5952,0,0,1
16559,0,0,0
30283,0,0,0
8525,6,5,55
14385,0,0,4
29833,1,4,20
14755,2,5,1
5119,0,0,8
4957,0,0,0
30474,0,0,0
29868,0,0,1
29871,0,0,1
29733,0,0,0
27359,0,0,0
27536,0,0,1
30952,0,0,0
27219,1,5,5
29872,0,0,4
32041,0,0,15
30322,1,5,6
28869,0,0,3
14611,0,0,3
32247,0,0,0
32458,0,0,9
17022,0,0,8
18649,4,5,34
33041,0,0,1
15643,1,5,14
32656,0,0,1
25313,0,0,5
30286,0,0,1
30321,1,5,9
29490,0,0,0
31435,0,0,0
30304,0,0,0
30437,0,0,4
5893,9,5,33
20044,0,0,0
19515,0,0,3
9329,1,5,4
33066,0,0,0
27857,0,0,0
32802,0,0,0
4180,0,0,4
33511,0,0,0
5406,0,0,0
8182,2,4.5,37
29585,0,0,12
31012,0,0,0
33074,0,0,0
33058,0,0,0
28252,0,0,2
22175,2,5,11
31770,0,0,1
27601,0,0,1
25640,0,0,5
30554,0,0,4
1784,0,0,0
3334,4,5,10
29804,0,0,6
15280,1,5,5
33232,0,0,0
28153,0,0,2
31174,0,0,0
17016,0,0,0
32038,1,5,5
29762,0,0,2
33032,0,0,1
32982,0,0,0
33590,0,0,0
22876,0,0,0
33037,0,0,6
11150,0,0,9
8940,0,0,11
28377,0,0,0
28376,0,0,1
32819,0,0,0
32820,0,0,1
32821,0,0,0
9410,0,0,0
10006,0,0,0
9694,0,0,0
10052,0,0,1
28328,2,4.5,7
11306,0,0,0
17015,0,0,0
30689,1,5,5
25374,0,0,0
16227,0,0,6
30291,0,0,1
33033,0,0,0
24636,0,0,0
24638,0,0,0
21443,0,0,0
22771,0,0,1
9257,0,0,0
20274,0,0,1
28360,0,0,0
27804,0,0,1
21938,1,5,1
21475,1,5,7
3559,0,0,1
3560,0,0,0
11451,0,0,0
22499,0,0,0
31559,0,0,1
24805,0,0,6
21081,4,5,49
24694,2,4.5,6
24257,0,0,0
2841,0,0,2
22012,0,0,12
33282,0,0,0
32498,0,0,0
12248,1,5,1
31983,1,5,1
31744,0,0,2
33128,0,0,0
31808,2,5,5
24556,0,0,0
28148,0,0,6
20068,0,0,0
21506,4,5,66
19612,2,5,42
24994,0,0,0
24993,0,0,0
24995,0,0,0
29372,0,0,0
29369,0,0,0
29371,0,0,0
29370,0,0,0
29365,0,0,0
29382,0,0,1
25006,0,0,0
29363,0,0,0
29364,0,0,0
25008,0,0,0
25012,0,0,0
25010,0,0,0
29359,0,0,0
29357,0,0,0
25009,0,0,0
25011,0,0,0
25013,0,0,1
25001,0,0,1
25004,0,0,2
25002,0,0,1
29378,0,0,0
29377,0,0,0
25000,0,0,0
25003,0,0,0
25005,0,0,1
24999,0,0,2
29381,0,0,0
29379,0,0,0
29380,0,0,0
24980,0,0,3
24979,0,0,0
24981,0,0,0
24976,0,0,0
24975,0,0,0
24978,0,0,3
24977,0,0,1
24971,0,0,1
24974,0,0,0
29367,0,0,0
29384,0,0,1
24965,0,0,0
24963,0,0,0
24966,0,0,0
29366,0,0,1
29383,0,0,0
10057,0,0,0
31072,0,0,6
28220,0,0,1
28221,0,0,0
23102,0,0,0
23101,0,0,0
28222,0,0,0
23052,0,0,1
23054,0,0,0
23037,0,0,0
23038,0,0,0
23055,0,0,0
23057,0,0,0
28224,0,0,2
29704,0,0,0
22618,0,0,0
23044,0,0,0
23046,0,0,0
29702,0,0,0
22836,0,0,1
22706,0,0,1
28219,0,0,0
29703,0,0,1
22725,0,0,0
28223,0,0,0
28226,0,0,0
22834,0,0,1
23047,0,0,0
23048,0,0,0
29700,0,0,0
29699,0,0,0
23105,0,0,0
29697,0,0,0
23100,0,0,0
23035,0,0,0
23036,0,0,0
28227,0,0,0
29701,0,0,0
23058,0,0,0
23059,0,0,0
29696,0,0,0
23040,0,0,0
23042,0,0,0
29698,0,0,0
22835,0,0,0
23104,0,0,0
23103,0,0,1
28225,0,0,0
23049,0,0,0
23050,0,0,1
28445,0,0,1
27238,2,5,17
28081,0,0,8
28553,0,0,0
12177,0,0,2
27225,5,4.6,54
28548,0,0,0
29441,0,0,2
26515,0,0,1
30359,0,0,0
26753,0,0,1
26859,0,0,0
26886,0,0,0
30295,0,0,3
10513,2,4,6
28246,0,0,2
32986,0,0,0
12,0,0,0
32612,0,0,0
32611,0,0,0
32696,0,0,0
29986,0,0,1
29987,0,0,1
30393,0,0,1
8541,0,0,0
20231,1,4,16
31045,0,0,0
16311,2,4.5,8
25590,0,0,0
24152,0,0,0
32189,0,0,0
19284,0,0,0
6893,0,0,0
8556,0,0,0
8554,0,0,0
28135,0,0,3
6081,0,0,0
26444,0,0,1
29838,0,0,2
32003,0,0,1
20751,0,0,0
28525,0,0,1
32902,0,0,1
33527,0,0,0
20917,0,0,0
33370,0,0,0
32507,0,0,0
4941,0,0,2
27112,0,0,0
14290,0,0,0
30141,0,0,0
10225,0,0,0
10222,0,0,0
10224,0,0,0
10226,0,0,0
11592,0,0,4
7872,2,5,10
23524,0,0,5
33350,0,0,0
33462,0,0,0
32392,0,0,1
33034,0,0,8
33024,0,0,1
32391,0,0,2
14737,0,0,1
33091,0,0,1
33164,0,0,1
33030,0,0,0
33142,0,0,0
12485,0,0,3
12216,0,0,0
33589,0,0,0
33137,0,0,0
12194,0,0,1
32756,0,0,0
32736,0,0,0
32768,0,0,0
32761,0,0,0
31643,0,0,5
32200,0,0,1
32757,0,0,0
33486,0,0,0
33027,0,0,5
32210,0,0,1
31785,0,0,0
32907,0,0,0
32638,0,0,1
32789,0,0,1
32739,0,0,0
12007,0,0,0
32766,0,0,0
32102,1,5,12
31787,0,0,1
33107,0,0,2
32746,0,0,1
32429,0,0,1
32211,1,5,19
12883,0,0,1
31665,0,0,5
32208,0,0,2
32733,0,0,0
33191,0,0,0
33177,0,0,0
31654,0,0,1
31776,0,0,0
32724,0,0,0
32742,0,0,0
14605,0,0,0
31782,0,0,5
32745,0,0,0
31786,0,0,3
32786,0,0,2
32764,0,0,0
32195,0,0,1
32726,0,0,0
32201,1,5,8
31670,0,0,3
12008,0,0,0
31663,1,4,1
31668,0,0,4
31775,0,0,1
31662,0,0,1
32765,0,0,0
32738,0,0,1
31650,0,0,3
32727,0,0,0
31784,0,0,0
32741,0,0,0
31661,0,0,4
32430,1,5,2
32759,0,0,0
31646,0,0,0
31655,0,0,5
31651,0,0,7
33469,0,0,1
31666,0,0,0
32723,0,0,0
32787,0,0,2
33493,0,0,0
32198,0,0,2
32734,0,0,0
11548,0,0,0
32206,0,0,0
33467,0,0,0
32212,0,0,4
32205,0,0,5
31658,0,0,5
31789,0,0,3
32740,0,0,0
31648,0,0,3
32772,0,0,0
14608,1,5,3
32755,0,0,0
31667,0,0,1
33465,0,0,0
31777,0,0,0
32782,0,0,0
31647,0,0,1
31659,0,0,2
32735,0,0,0
31773,0,0,1
32779,0,0,0
32432,0,0,0
32743,0,0,1
31657,0,0,0
31793,0,0,1
32753,0,0,0
32762,0,0,0
32778,0,0,0
12005,0,0,4
32446,0,0,3
33468,0,0,0
32752,0,0,0
31649,0,0,8
32634,0,0,1
14568,2,5,17
32775,0,0,0
33466,0,0,0
11546,0,0,0
32788,0,0,1
32209,1,5,18
32435,0,0,1
32402,0,0,3
14571,0,0,4
31656,0,0,1
32204,0,0,7
31791,0,0,0
31883,0,0,6
31617,0,0,1
31989,0,0,0
32773,0,0,0
31669,1,5,10
32781,0,0,0
32823,0,0,0
32568,0,0,0
32769,0,0,0
32774,0,0,0
32758,0,0,0
32776,0,0,0
32744,0,0,0
32783,0,0,2
33464,0,0,0
32767,0,0,0
32784,0,0,12
32199,0,0,4
31660,0,0,5
31774,0,0,1
32732,0,0,0
32639,0,0,4
32725,0,0,0
32748,0,0,0
32780,0,0,0
32760,0,0,1
31780,0,0,8
32401,1,5,3
32771,0,0,0
31778,0,0,3
32729,0,0,0
33353,0,0,0
31781,0,0,2
32203,0,0,2
31645,0,0,8
32730,0,0,1
31653,0,0,3
32636,0,0,6
31664,0,0,1
31790,0,0,6
32637,0,0,0
31652,0,0,2
31779,0,0,4
31644,0,0,6
32754,0,0,0
32777,0,0,0
32785,0,0,2
32207,0,0,1
32363,0,0,1
32362,0,0,2
32388,0,0,0
32366,0,0,0
32365,0,0,0
31168,0,0,1
3294,2,4.5,23
33269,0,0,0
24745,0,0,1
24746,0,0,0
28737,0,0,2
32254,0,0,1
20801,0,0,6
31020,0,0,0
31021,0,0,0
33549,0,0,0
28873,0,0,0
33489,0,0,0
27954,1,5,24
28876,0,0,2
27894,0,0,0
27475,0,0,1
27138,0,0,0
27136,0,0,0
27895,0,0,0
28538,0,0,0
32494,0,0,0
30142,0,0,1
29606,0,0,1
29580,0,0,2
28886,0,0,0
28864,0,0,0
29608,0,0,0
30472,0,0,0
30471,0,0,5
12295,0,0,3
10348,0,0,2
30476,0,0,1
16977,0,0,0
24243,0,0,4
24297,0,0,0
30458,0,0,0
26850,0,0,0
26752,0,0,2
13842,0,0,1
31262,0,0,0
31263,0,0,1
31259,0,0,0
31252,0,0,0
31260,0,0,0
31255,0,0,0
31254,0,0,0
31253,0,0,0
31258,0,0,0
31261,0,0,0
31257,0,0,0
31256,0,0,0
26583,0,0,2
11248,0,0,0
26585,0,0,5
15712,0,0,12
33596,0,0,1
4143,1,5,4
31861,0,0,3
31862,0,0,2
31992,0,0,0
31614,0,0,2
31429,0,0,0
23997,0,0,0
22193,4,5,32
26606,0,0,1
20973,1,5,1
33333,0,0,1
15027,0,0,3
25579,0,0,0
25376,0,0,2
20047,0,0,9
23525,1,4,18
24185,0,0,7
24471,0,0,3
8336,0,0,5
12187,0,0,0
33173,0,0,1
26417,0,0,1
23271,1,5,9
23932,0,0,2
16862,0,0,0
5681,1,5,2
30261,1,5,11
11673,0,0,0
20578,0,0,2
31679,0,0,0
29034,0,0,0
19518,0,0,6
32476,0,0,0
18981,0,0,1
31592,0,0,0
31590,0,0,0
27243,0,0,0
29020,2,5,4
30418,0,0,0
9515,0,0,3
29791,0,0,0
30031,0,0,1
30103,0,0,1
30248,0,0,3
32320,2,5,6
32921,0,0,0
32922,0,0,0
31783,0,0,1
30413,0,0,0
12482,0,0,0
26810,0,0,0
26702,0,0,0
21442,0,0,3
26494,0,0,0
30292,0,0,2
3521,0,0,2
22199,0,0,2
15497,1,5,8
18812,0,0,3
32974,0,0,0
33278,0,0,0
29942,0,0,6
20925,0,0,2
33297,0,0,0
21818,0,0,0
19407,2,5,18
17140,0,0,2
15938,0,0,0
25970,0,0,0
28229,0,0,1
24182,0,0,5
23995,0,0,2
20951,0,0,1
3017,0,0,0
12348,0,0,0
29601,0,0,1
31417,0,0,1
28822,0,0,0
28008,0,0,0
31175,2,5,3
31295,1,5,3
23752,1,5,4
31167,0,0,1
31026,0,0,0
27081,0,0,1
32984,0,0,1
26890,0,0,1
24190,0,0,7
31440,0,0,0
30715,0,0,0
31198,0,0,2
24770,0,0,3
27404,1,5,15
23194,0,0,0
25708,1,5,9
23247,0,0,1
25626,0,0,10
25711,6,4.66667,37
23366,0,0,2
23452,1,3,7
33417,0,0,0
33438,0,0,0
24771,0,0,7
29949,1,5,8
11907,3,4.66667,14
25803,0,0,0
23825,0,0,1
23442,0,0,0
29134,0,0,9
12952,3,5,6
29336,0,0,4
26786,0,0,0
27715,0,0,1
20142,0,0,0
33158,0,0,1
21944,0,0,1
21516,0,0,1
16469,0,0,4
24705,0,0,2
31574,0,0,9
30966,0,0,0
30382,0,0,2
26744,1,4,3
26745,0,0,1
16498,0,0,2
28541,0,0,1
15769,0,0,5
26445,1,5,22
25969,0,0,2
16476,3,5,9
26446,1,5,17
16480,0,0,1
16478,0,0,5
31338,0,0,3
10729,5,5,37
10772,0,0,20
10780,7,5,65
10731,3,5,31
10773,1,5,5
10781,6,5,139
10765,1,5,6
10764,1,5,8
10766,0,0,6
10768,2,5,17
10767,0,0,8
3388,3,5,20
33056,0,0,1
29087,1,5,2
31792,0,0,0
16269,2,5,5
6288,0,0,0
9227,0,0,0
17566,2,5,20
14334,0,0,3
14335,0,0,5
14330,0,0,1
30468,0,0,0
31178,0,0,0
31995,0,0,0
31297,0,0,0
5867,0,0,1
26603,0,0,0
31729,2,5,17
31521,0,0,0
18360,0,0,2
32983,0,0,0
33103,0,0,0
26778,0,0,0
33161,0,0,1
7684,12,4.91667,87
13784,0,0,0
14548,0,0,1
13783,0,0,0
14552,0,0,0
14662,0,0,3
13758,0,0,1
14027,0,0,0
13748,0,0,0
14023,0,0,0
16309,0,0,0
14693,0,0,0
14373,0,0,1
14694,0,0,0
14561,0,0,0
14554,0,0,0
14556,0,0,0
14558,0,0,1
14564,0,0,1
14654,0,0,0
14004,0,0,0
13999,0,0,0
14562,0,0,0
14651,0,0,0
14652,0,0,0
14655,0,0,2
14553,0,0,3
14658,0,0,1
14550,1,5,2
14663,0,0,0
14546,0,0,0
13723,0,0,0
14692,0,0,0
14549,0,0,0
13726,0,0,1
14559,0,0,0
14371,0,0,0
14545,1,5,1
14657,0,0,0
14660,0,0,0
14650,0,0,0
14647,0,0,0
13752,0,0,4
14024,0,0,0
13997,0,0,0
14557,0,0,0
14370,0,0,0
14555,0,0,0
14661,0,0,0
14696,0,0,0
13974,0,0,0
13727,0,0,0
14560,0,0,0
30163,0,0,0
31451,0,0,1
7541,0,0,2
31151,0,0,0
32832,0,0,0
30034,0,0,2
28818,1,4,22
21458,0,0,4
32113,1,5,2
18047,0,0,0
33507,0,0,0
17037,0,0,6
26737,0,0,0
25960,0,0,0
31170,0,0,0
32253,1,5,1
22732,0,0,0
31128,0,0,0
13943,0,0,0
33295,0,0,2
1034,0,0,0
32994,0,0,0
14684,1,4,2
30267,0,0,6
31936,0,0,0
31933,0,0,0
31934,0,0,0
31935,0,0,0
31939,0,0,0
31940,0,0,0
31927,0,0,0
31928,0,0,0
31929,0,0,0
31930,0,0,0
31937,0,0,0
31931,0,0,0
31932,0,0,0
31941,0,0,0
31942,0,0,0
31943,0,0,0
32923,0,0,2
33544,0,0,0
30098,0,0,2
30053,0,0,1
19962,0,0,1
16652,1,5,1
13711,0,0,0
16649,0,0,0
26671,0,0,1
30965,0,0,0
28176,0,0,0
9719,3,5,13
5968,0,0,1
23242,0,0,0
31696,0,0,1
28571,0,0,2
26384,1,4,1
30221,0,0,0
28575,0,0,0
28573,0,0,0
30365,0,0,0
33242,0,0,1
31829,0,0,4
33326,0,0,0
27548,0,0,1
27703,0,0,0
10345,0,0,0
10342,0,0,0
29086,0,0,0
7874,0,0,2
32919,0,0,0
28734,1,5,4
28892,0,0,1
31519,0,0,2
28436,0,0,0
28438,0,0,0
28343,0,0,0
28430,1,5,1
28432,0,0,0
28866,0,0,0
27825,0,0,0
27823,0,0,1
31403,0,0,0
30967,0,0,0
27479,0,0,0
31425,0,0,0
9525,0,0,1
12362,0,0,1
28129,0,0,1
28130,0,0,8
2056,3,5,26
6727,0,0,0
33256,0,0,0
28169,1,5,2
29586,0,0,1
28000,0,0,0
28001,1,5,2
26716,0,0,0
29875,0,0,1
30996,0,0,0
11315,0,0,0
30994,0,0,0
30992,0,0,0
30991,0,0,0
33585,0,0,0
29066,0,0,1
30258,0,0,2
19009,0,0,1
26894,0,0,3
30982,0,0,0
15488,4,4,18
18620,1,5,2
25682,0,0,5
18854,1,5,1
15530,3,5,6
16467,0,0,1
26536,0,0,1
30373,0,0,1
33106,0,0,5
33348,0,0,0
15716,2,5,17
31166,0,0,1
32456,0,0,1
32438,0,0,2
15636,1,5,3
31180,0,0,0
31299,0,0,0
17108,2,4.5,6
23531,0,0,0
33443,0,0,0
31401,0,0,0
20949,0,0,5
32924,0,0,0
10874,0,0,4
32622,0,0,0
32617,0,0,2
28713,0,0,5
28632,0,0,1
33545,0,0,0
26851,0,0,0
4940,0,0,2
33190,0,0,0
29219,0,0,2
27603,0,0,3
26595,3,5,10
30971,0,0,0
10519,10,4.9,28
11819,1,5,15
14618,0,0,0
12558,0,0,1
11918,0,0,0
11617,4,5,4
15580,0,0,1
15579,0,0,0
12810,0,0,1
14675,0,0,1
11496,0,0,0
10700,0,0,3
14026,0,0,1
11623,0,0,1
11620,0,0,2
11075,12,4.91667,56
12012,0,0,0
13967,0,0,3
12545,0,0,0
12816,0,0,3
14093,0,0,3
10696,0,0,0
11614,1,4,4
17358,0,0,1
30397,0,0,0
26805,0,0,2
29483,0,0,0
22584,0,0,3
10281,0,0,3
33006,0,0,0
21179,2,5,5
26564,0,0,0
29554,0,0,1
29553,0,0,0
33312,0,0,0
27445,0,0,0
28215,0,0,0
28149,0,0,3
31794,0,0,1
31719,0,0,0
1797,0,0,0
33022,0,0,1
33134,0,0,0
33356,0,0,0
31115,0,0,1
31118,0,0,0
33492,0,0,0
23317,0,0,3
19156,0,0,2
8321,0,0,2
18323,0,0,0
3622,0,0,4
25246,0,0,2
30130,0,0,0
12533,0,0,0
14759,0,0,0
32673,0,0,0
29144,0,0,0
15707,0,0,0
33386,0,0,0
2245,0,0,5
25802,0,0,0
27680,0,0,0
27558,2,5,3
13792,0,0,0
28731,0,0,0
28547,0,0,2
3028,0,0,1
11844,0,0,2
16627,0,0,0
15330,0,0,0
30169,0,0,0
21617,0,0,0
18345,1,5,7
28454,0,0,4
30533,0,0,3
30511,0,0,0
30279,0,0,0
23060,1,5,4
18623,0,0,1
8512,0,0,1
26749,0,0,0
30233,0,0,2
30281,0,0,1
33005,0,0,3
26795,0,0,3
26733,0,0,3
33181,0,0,0
5117,1,5,4
29305,2,5,31
13505,0,0,3
8573,0,0,1
32595,0,0,2
28832,0,0,4
26755,0,0,1
28189,3,4.33333,16
29614,0,0,3
23593,0,0,4
32229,0,0,12
21305,1,5,4
26617,0,0,4
28881,0,0,1
31453,0,0,0
31676,0,0,1
14099,4,4.75,21
33413,0,0,0
33415,0,0,0
33418,0,0,0
29726,0,0,2
19969,3,5,40
30093,0,0,3
31419,0,0,0
29763,0,0,6
24187,0,0,0
14416,0,0,0
7519,1,5,1
30106,1,4,1
29209,0,0,2
33444,0,0,0
31061,0,0,0
21459,0,0,3
26386,0,0,0
15329,0,0,0
31189,0,0,0
22107,0,0,1
12985,0,0,0
32447,0,0,7
30479,0,0,4
32449,1,5,6
30440,3,5,10
10594,0,0,3
31567,0,0,0
33112,0,0,11
32920,0,0,2
27678,0,0,0
31416,3,5,3
3029,1,5,1
27485,0,0,0
4179,0,0,6
8577,1,5,2
31025,0,0,0
26852,0,0,0
26781,1,5,1
27487,0,0,0
20209,0,0,1
26548,0,0,1
26535,0,0,1
24234,4,5,15
18612,0,0,2
20143,0,0,2
33445,0,0,0
27006,0,0,1
18298,1,5,5
26663,0,0,0
31454,0,0,1
19687,1,5,7
21004,0,0,0
30631,0,0,0
30739,0,0,0
30745,0,0,0
28363,0,0,1
28995,0,0,0
14687,0,0,0
31730,0,0,7
24314,0,0,1
26683,0,0,0
26692,0,0,0
27208,3,5,11
28772,0,0,2
16068,0,0,2
27559,1,5,3
9405,0,0,0
1377,0,0,4
31276,0,0,0
33528,0,0,1
33529,0,0,0
33076,0,0,0
14794,0,0,0
29098,0,0,0
29542,0,0,0
29541,0,0,2
32815,0,0,0
33028,0,0,0
32979,0,0,0
32514,0,0,1
29068,0,0,4
31715,0,0,4
31699,0,0,0
31594,0,0,0
32409,0,0,1
23778,0,0,0
4529,1,5,1
28142,0,0,2
4679,0,0,3
3030,1,5,11
32946,0,0,0
33368,0,0,0
18279,0,0,3
30466,0,0,0
28936,0,0,4
29570,0,0,3
29117,1,5,3
31455,0,0,0
17529,8,4.375,43
32227,1,2,23
32688,0,0,0
30950,0,0,0
32943,0,0,0
30320,0,0,4
31884,0,0,0
3333,1,5,4
3351,1,5,2
22736,0,0,0
18509,1,5,7
24157,0,0,0
31625,0,0,0
31624,0,0,0
10265,3,4.66667,11
13635,5,5,16
11521,2,4.5,18
17103,4,5,21
31290,0,0,1
33311,0,0,0
30136,0,0,2
24164,0,0,0
33035,0,0,3
29135,0,0,6
12868,0,0,6
9960,2,5,13
29947,0,0,9
10679,3,4.33333,22
19008,0,0,10
27989,1,4,1
30009,2,5,4
30539,0,0,2
22378,1,5,8
27569,0,0,2
33152,0,0,0
28962,0,0,0
26816,0,0,0
33281,0,0,1
33120,0,0,1
26817,0,0,0
26864,0,0,1
26797,0,0,0
26799,0,0,0
26819,0,0,0
26713,0,0,0
8760,0,0,2
30672,0,0,0
30958,0,0,0
27450,0,0,1
27064,0,0,0
14752,0,0,0
28505,0,0,1
27794,0,0,1
12059,0,0,1
31456,0,0,0
25974,0,0,0
32196,0,0,0
32477,0,0,0
26732,0,0,0
31978,0,0,1
33155,0,0,1
11880,1,5,8
11505,0,0,3
31849,0,0,0
28831,0,0,0
8589,0,0,0
26880,0,0,0
30129,0,0,1
28872,0,0,0
20966,0,0,2
27821,0,0,0
26996,0,0,0
11875,0,0,0
31961,0,0,1
32385,0,0,0
32527,0,0,0
11323,0,0,0
26849,0,0,0
26450,0,0,0
26451,0,0,0
28880,0,0,2
30048,0,0,7
28907,0,0,0
32834,0,0,0
13235,0,0,7
15557,1,5,24
26607,0,0,1
7948,0,0,0
31214,0,0,0
31207,0,0,0
31206,0,0,0
31213,0,0,0
31205,0,0,0
31209,0,0,0
31208,0,0,0
31211,0,0,0
31210,0,0,0
31204,0,0,0
28364,0,0,0
25586,0,0,0
25582,0,0,0
27574,0,0,0
33283,0,0,1
6877,0,0,1
13110,0,0,0
13109,0,0,0
27740,0,0,0
27568,0,0,3
33419,0,0,0
33420,0,0,0
10387,0,0,8
10400,2,5,6
10401,0,0,2
10394,2,5,3
10388,0,0,1
10395,0,0,4
10391,0,0,4
10392,0,0,2
10397,0,0,0
10398,1,5,6
29769,0,0,0
10404,0,0,1
10399,1,5,7
29770,0,0,0
10396,0,0,3
10390,0,0,2
26558,0,0,27
26207,0,0,0
29213,3,5,42
28833,0,0,4
27750,0,0,0
31414,0,0,0
29101,0,0,2
29080,0,0,0
33586,0,0,0
16414,0,0,5
15644,1,5,11
30448,0,0,1
28691,0,0,0
26599,0,0,0
33131,0,0,0
27476,0,0,3
33378,0,0,0
33038,0,0,2
20196,0,0,1
30820,0,0,0
31030,0,0,0
30633,0,0,0
30616,0,0,0
30635,0,0,0
30794,0,0,0
6289,0,0,0
20810,0,0,0
18346,2,5,2
26569,1,5,1
29081,0,0,2
26610,0,0,0
26416,0,0,0
24330,0,0,4
27446,0,0,2
